Genecards	OMIM	Pharmgkb	TTD	DrugBank	Total
HSALNG0142137					HSALNG0142137
HSALNG0142406					HSALNG0142406
HSALNG0143974					HSALNG0143974
HSALNG0145094					HSALNG0145094
HSALNG0146108					HSALNG0146108
HSALNG0146362					HSALNG0146362
HSALNG0146728					HSALNG0146728
HSALNG0147184					HSALNG0147184
HSALNG0147520					HSALNG0147520
HSALNG0149134					HSALNG0149134
HSALNG0149717					HSALNG0149717
L13712-010					L13712-010
L13714-354					L13714-354
L13714-421					L13714-421
LOC105369568					LOC105369568
LOC105370192					LOC105370192
LOC105371467					LOC105371467
LOC105371664					LOC105371664
LOC105373724					LOC105373724
LOC105377891					LOC105377891
LOC105378353					LOC105378353
LOC105379241					LOC105379241
LOC107984578					LOC107984578
LOC107986092					LOC107986092
LOC107986742					LOC107986742
LOC124901281					LOC124901281
LOC124901361					LOC124901361
LOC124902574					LOC124902574
LOC124902805					LOC124902805
LOC124903083					LOC124903083
LOC124903404					LOC124903404
MG828665					MG828665
MK280144-041					MK280144-041
MK280144-562					MK280144-562
MK280269-045					MK280269-045
MK280407					MK280407
MK280466					MK280466
MK280492					MK280492
MN297200					MN297200
MN297374					MN297374
MN297548					MN297548
MN297907-007					MN297907-007
MN297907-010					MN297907-010
MN308775					MN308775
NONHSAG003047.2					NONHSAG003047.2
NONHSAG004090.2					NONHSAG004090.2
NONHSAG018594.2					NONHSAG018594.2
NONHSAG020704.2					NONHSAG020704.2
NONHSAG022890.2					NONHSAG022890.2
NONHSAG025131.2					NONHSAG025131.2
NONHSAG025459.2					NONHSAG025459.2
NONHSAG025460.2					NONHSAG025460.2
NONHSAG031883.2-001					NONHSAG031883.2-001
NONHSAG033977.2					NONHSAG033977.2
NONHSAG034948.2					NONHSAG034948.2
NONHSAG037235.2					NONHSAG037235.2
NONHSAG043493.2					NONHSAG043493.2
NONHSAG043568.2					NONHSAG043568.2
NONHSAG043675.2					NONHSAG043675.2
NONHSAG045566.2					NONHSAG045566.2
NONHSAG045780.2-002					NONHSAG045780.2-002
NONHSAG047965.2					NONHSAG047965.2
NONHSAG050272.2					NONHSAG050272.2
OA985550					OA985550
RF00017-1599					RF00017-1599
RF00017-2082					RF00017-2082
RF00017-2421					RF00017-2421
RF00017-2584					RF00017-2584
RF00017-2735					RF00017-2735
RF00017-2917					RF00017-2917
RF00017-4031					RF00017-4031
RF00017-4410					RF00017-4410
RF00017-456					RF00017-456
RF00017-4664					RF00017-4664
RF00017-515					RF00017-515
RF00017-522					RF00017-522
RF00017-5425					RF00017-5425
RF00017-5469					RF00017-5469
RF00017-5491					RF00017-5491
RF00017-5507					RF00017-5507
RF00017-5508					RF00017-5508
RF00017-5509					RF00017-5509
RF00017-5517					RF00017-5517
RF00017-5785					RF00017-5785
RF00017-6406					RF00017-6406
RF00017-6407					RF00017-6407
RF00017-6408					RF00017-6408
RF00017-6433					RF00017-6433
RF00017-6435					RF00017-6435
RF00017-7089					RF00017-7089
RF00017-7091					RF00017-7091
RF00017-7092					RF00017-7092
RF00017-7500					RF00017-7500
RF00017-8101					RF00017-8101
RF00017-8927					RF00017-8927
RF00019-050					RF00019-050
RF00020-007					RF00020-007
RF00483					RF00483
RF00495					RF00495
RF02725					RF02725
SNODB894					SNODB894
lnc-ADAM30-1					lnc-ADAM30-1
lnc-ANO8-1					lnc-ANO8-1
lnc-APIP-1-001					lnc-APIP-1-001
lnc-ARL11-3					lnc-ARL11-3
lnc-ATP6V1G2-DDX39B-3					lnc-ATP6V1G2-DDX39B-3
lnc-BMP2K-5					lnc-BMP2K-5
lnc-BTN2A2-1					lnc-BTN2A2-1
lnc-C6orf106-2					lnc-C6orf106-2
lnc-C8orf74-3					lnc-C8orf74-3
lnc-C9orf78-2					lnc-C9orf78-2
lnc-CD44-5					lnc-CD44-5
lnc-CDC37-1					lnc-CDC37-1
lnc-CDHR5-1					lnc-CDHR5-1
lnc-CDHR5-2					lnc-CDHR5-2
lnc-CHMP7-4					lnc-CHMP7-4
lnc-CHPT1-5					lnc-CHPT1-5
lnc-CHPT1-6					lnc-CHPT1-6
lnc-CNKSR3-3					lnc-CNKSR3-3
lnc-COL25A1-4					lnc-COL25A1-4
lnc-COX6A2-3					lnc-COX6A2-3
lnc-ENTHD1-2					lnc-ENTHD1-2
lnc-ERRFI1-3					lnc-ERRFI1-3
lnc-ERRFI1-4					lnc-ERRFI1-4
lnc-ETS2-8					lnc-ETS2-8
lnc-FIGNL1-7					lnc-FIGNL1-7
lnc-FLI1-5					lnc-FLI1-5
lnc-FNBP1-2					lnc-FNBP1-2
lnc-FYCO1-4					lnc-FYCO1-4
lnc-GJA10-23					lnc-GJA10-23
lnc-GRM4-2					lnc-GRM4-2
lnc-GSDMC-22					lnc-GSDMC-22
lnc-GTF2I-1					lnc-GTF2I-1
lnc-HLA-A-3					lnc-HLA-A-3
lnc-HLA-DOA-2					lnc-HLA-DOA-2
lnc-HLA-DPB1-13					lnc-HLA-DPB1-13
lnc-HLA-DQA1-10					lnc-HLA-DQA1-10
lnc-HLA-DQA1-8					lnc-HLA-DQA1-8
lnc-HLA-DQB1-1					lnc-HLA-DQB1-1
lnc-HLA-DRA-3					lnc-HLA-DRA-3
lnc-HLA-DRB1-6					lnc-HLA-DRB1-6
lnc-HMGA1-9					lnc-HMGA1-9
lnc-HTR2B-2					lnc-HTR2B-2
lnc-IGF2-4					lnc-IGF2-4
lnc-IL12A-2					lnc-IL12A-2
lnc-IL2RA-4					lnc-IL2RA-4
lnc-IL6ST-2					lnc-IL6ST-2
lnc-INTS11-1					lnc-INTS11-1
lnc-IRF5-3					lnc-IRF5-3
lnc-MAP1LC3B2-13					lnc-MAP1LC3B2-13
lnc-MCM6-2					lnc-MCM6-2
lnc-MRPS7-6					lnc-MRPS7-6
lnc-MYC-10					lnc-MYC-10
lnc-MYC-9					lnc-MYC-9
lnc-NAA10-1					lnc-NAA10-1
lnc-NEK7-4					lnc-NEK7-4
lnc-NMNAT2-3					lnc-NMNAT2-3
lnc-OLIG3-1					lnc-OLIG3-1
lnc-PDE4A-3					lnc-PDE4A-3
lnc-PLAT-4					lnc-PLAT-4
lnc-PLCB1-7					lnc-PLCB1-7
lnc-PPP6R1-1-001					lnc-PPP6R1-1-001
lnc-PRSS51-8					lnc-PRSS51-8
lnc-PTPN13-2					lnc-PTPN13-2
lnc-RBL2-7					lnc-RBL2-7
lnc-RCOR1-4					lnc-RCOR1-4
lnc-REL-5					lnc-REL-5
lnc-RENBP-1					lnc-RENBP-1
lnc-RNF39-9					lnc-RNF39-9
lnc-SFTA2-13					lnc-SFTA2-13
lnc-SLC25A19-4					lnc-SLC25A19-4
lnc-SLCO4C1-5					lnc-SLCO4C1-5
lnc-SSTR3-1					lnc-SSTR3-1
lnc-TADA2B-4					lnc-TADA2B-4
lnc-TEAD3-4					lnc-TEAD3-4
lnc-TMEM132D-4					lnc-TMEM132D-4
lnc-TMEM187-3					lnc-TMEM187-3
lnc-TNF-1					lnc-TNF-1
lnc-TRIM31-1					lnc-TRIM31-1
lnc-TSEN2-1					lnc-TSEN2-1
lnc-TVP23A-1					lnc-TVP23A-1
lnc-TVP23A-6					lnc-TVP23A-6
lnc-USP20-5					lnc-USP20-5
lnc-WDR18-2					lnc-WDR18-2
lnc-ZCCHC24-7					lnc-ZCCHC24-7
lnc-ZFYVE1-6					lnc-ZFYVE1-6
lnc-ZNF689-3					lnc-ZNF689-3
lnc-ZNF697-3					lnc-ZNF697-3
lnc-ZNF705B-1					lnc-ZNF705B-1
piR-30876-061					piR-30876-061
piR-30934					piR-30934
piR-32129					piR-32129
piR-32249					piR-32249
piR-33804-057					piR-33804-057
piR-37475-001					piR-37475-001
piR-38319					piR-38319
piR-38351-342					piR-38351-342
piR-38352-487					piR-38352-487
piR-38380-001					piR-38380-001
piR-39259-001					piR-39259-001
piR-41574					piR-41574
piR-41838-026					piR-41838-026
piR-42694-014					piR-42694-014
piR-47635-001					piR-47635-001
piR-47741-001					piR-47741-001
piR-48325-111					piR-48325-111
piR-48965-103					piR-48965-103
piR-49296-001					piR-49296-001
piR-49423-228					piR-49423-228
piR-50443-255					piR-50443-255
piR-52008-011					piR-52008-011
piR-54131-001					piR-54131-001
piR-54824-001					piR-54824-001
piR-54824-002					piR-54824-002
piR-56037-039					piR-56037-039
piR-56759-139					piR-56759-139
piR-60051-096					piR-60051-096
AB372778-003					AB372778-003
CM021583-048					CM021583-048
CM034951-386					CM034951-386
CM034955-134					CM034955-134
CM034955-135					CM034955-135
CM034956-111					CM034956-111
CM034956-115					CM034956-115
CM034956-116					CM034956-116
CM034957-159					CM034957-159
CM034958-366					CM034958-366
CM034966-332					CM034966-332
CM034967-307					CM034967-307
CM034969-198					CM034969-198
ENSG00000261680					ENSG00000261680
ENSG00000276570					ENSG00000276570
ENSG00000279469					ENSG00000279469
ENSG00000287002					ENSG00000287002
ENSG00000289491					ENSG00000289491
FJ601684-347					FJ601684-347
HSALNG0000121					HSALNG0000121
HSALNG0006329					HSALNG0006329
HSALNG0007846					HSALNG0007846
HSALNG0017867					HSALNG0017867
HSALNG0019310					HSALNG0019310
HSALNG0023320					HSALNG0023320
HSALNG0026435					HSALNG0026435
HSALNG0028322					HSALNG0028322
HSALNG0028323					HSALNG0028323
HSALNG0032392					HSALNG0032392
HSALNG0032768					HSALNG0032768
HSALNG0035566					HSALNG0035566
HSALNG0036853					HSALNG0036853
HSALNG0046199					HSALNG0046199
HSALNG0048770					HSALNG0048770
HSALNG0049079					HSALNG0049079
HSALNG0049080					HSALNG0049080
HSALNG0049102					HSALNG0049102
HSALNG0049320					HSALNG0049320
HSALNG0049345					HSALNG0049345
HSALNG0049346					HSALNG0049346
HSALNG0049365					HSALNG0049365
HSALNG0049368					HSALNG0049368
HSALNG0049395					HSALNG0049395
HSALNG0049408-002					HSALNG0049408-002
HSALNG0049431					HSALNG0049431
HSALNG0051894					HSALNG0051894
HSALNG0052701					HSALNG0052701
HSALNG0058920					HSALNG0058920
HSALNG0058921					HSALNG0058921
HSALNG0063252					HSALNG0063252
HSALNG0063403					HSALNG0063403
HSALNG0068429					HSALNG0068429
HSALNG0068510					HSALNG0068510
HSALNG0068533					HSALNG0068533
HSALNG0068897-001					HSALNG0068897-001
HSALNG0068898					HSALNG0068898
HSALNG0073246					HSALNG0073246
HSALNG0076363					HSALNG0076363
HSALNG0079128					HSALNG0079128
HSALNG0082000					HSALNG0082000
HSALNG0083600					HSALNG0083600
HSALNG0085606-001					HSALNG0085606-001
HSALNG0088690					HSALNG0088690
HSALNG0095060					HSALNG0095060
HSALNG0095307					HSALNG0095307
HSALNG0097930					HSALNG0097930
HSALNG0098913					HSALNG0098913
HSALNG0102314					HSALNG0102314
HSALNG0103014					HSALNG0103014
HSALNG0105129					HSALNG0105129
HSALNG0106744					HSALNG0106744
HSALNG0107399					HSALNG0107399
HSALNG0107400					HSALNG0107400
HSALNG0107401					HSALNG0107401
HSALNG0109575					HSALNG0109575
HSALNG0110775					HSALNG0110775
HSALNG0114295					HSALNG0114295
HSALNG0115402					HSALNG0115402
HSALNG0115403					HSALNG0115403
HSALNG0116854					HSALNG0116854
HSALNG0118739					HSALNG0118739
HSALNG0118742					HSALNG0118742
HSALNG0118743					HSALNG0118743
HSALNG0122771					HSALNG0122771
HSALNG0122774					HSALNG0122774
HSALNG0122951					HSALNG0122951
HSALNG0122983					HSALNG0122983
HSALNG0123582					HSALNG0123582
HSALNG0124604					HSALNG0124604
HSALNG0127628					HSALNG0127628
HSALNG0130463					HSALNG0130463
HSALNG0133078					HSALNG0133078
HSALNG0133623					HSALNG0133623
HSALNG0136678-001					HSALNG0136678-001
HSALNG0140819					HSALNG0140819
HSALNG0143084					HSALNG0143084
HSALNG0145063					HSALNG0145063
HSALNG0145495					HSALNG0145495
HSALNG0145512					HSALNG0145512
HSALNG0145636					HSALNG0145636
HSALNG0146228					HSALNG0146228
HSALNG0147249					HSALNG0147249
HSALNG0148758					HSALNG0148758
HSALNG0148967					HSALNG0148967
HSALNG0148972-001					HSALNG0148972-001
HSALNG0148972-002					HSALNG0148972-002
HSALNG0149135					HSALNG0149135
HSALNG0149492					HSALNG0149492
HSALNG0149971					HSALNG0149971
HSALNG0150689					HSALNG0150689
LOC105370775					LOC105370775
LOC105370820					LOC105370820
LOC105374371					LOC105374371
LOC105376397					LOC105376397
LOC105376626					LOC105376626
LOC107987012					LOC107987012
LOC112268235					LOC112268235
LOC124900167					LOC124900167
LOC124901298					LOC124901298
LOC124902020					LOC124902020
LOC124902309					LOC124902309
LOC124902788					LOC124902788
LOC124902789					LOC124902789
LOC124902880					LOC124902880
LOC124903060					LOC124903060
LOC124903426					LOC124903426
LOC124906078					LOC124906078
LOC124909374					LOC124909374
MN298026					MN298026
MN298230					MN298230
MN309032					MN309032
MN309188					MN309188
NONHSAG003268.2					NONHSAG003268.2
NONHSAG017238.2					NONHSAG017238.2
NONHSAG031883.2-002					NONHSAG031883.2-002
NONHSAG032896.2					NONHSAG032896.2
NONHSAG032897.2					NONHSAG032897.2
NONHSAG043533.2-002					NONHSAG043533.2-002
NONHSAG045565.2					NONHSAG045565.2
NONHSAG045723.2					NONHSAG045723.2
NONHSAG045781.2-002					NONHSAG045781.2-002
NONHSAG045781.2-003					NONHSAG045781.2-003
NONHSAG045972.2					NONHSAG045972.2
NONHSAG045984.2					NONHSAG045984.2
NONHSAG046094.2					NONHSAG046094.2
OA988570					OA988570
RF00001-253					RF00001-253
RF00015-031					RF00015-031
RF00017-1314					RF00017-1314
RF00017-2733					RF00017-2733
RF00017-3224					RF00017-3224
RF00017-3796					RF00017-3796
RF00017-4668					RF00017-4668
RF00017-4918					RF00017-4918
RF00017-4933					RF00017-4933
RF00017-4934					RF00017-4934
RF00017-5232					RF00017-5232
RF00017-5472					RF00017-5472
RF00017-6409					RF00017-6409
RF00017-6411					RF00017-6411
RF00017-6412					RF00017-6412
RF00017-6413					RF00017-6413
RF00017-6414					RF00017-6414
RF00017-6416					RF00017-6416
RF00017-6444					RF00017-6444
RF00066-104					RF00066-104
RF00619-003					RF00619-003
RF01061-136					RF01061-136
hsa-miR-5095-436					hsa-miR-5095-436
lnc-ANKLE1-1					lnc-ANKLE1-1
lnc-APOBEC4-2					lnc-APOBEC4-2
lnc-CYTL1-3					lnc-CYTL1-3
lnc-GABBR1-1					lnc-GABBR1-1
lnc-HLA-DRB1-3					lnc-HLA-DRB1-3
lnc-IKBKB-3					lnc-IKBKB-3
lnc-IL12B-2					lnc-IL12B-2
lnc-IL19-2					lnc-IL19-2
lnc-IQCH-5					lnc-IQCH-5
lnc-IRAK1-1					lnc-IRAK1-1
lnc-JUND-1					lnc-JUND-1
lnc-MDN1-2					lnc-MDN1-2
lnc-MFSD10-1					lnc-MFSD10-1
lnc-MICA-5					lnc-MICA-5
lnc-MIEN1-2					lnc-MIEN1-2
lnc-MTRNR2L7-2					lnc-MTRNR2L7-2
lnc-NAA25-2					lnc-NAA25-2
lnc-NEU1-3					lnc-NEU1-3
lnc-OPN1LW-2					lnc-OPN1LW-2
lnc-PAWR-12					lnc-PAWR-12
lnc-PPP1R3B-10					lnc-PPP1R3B-10
lnc-PPP6R1-1-002					lnc-PPP6R1-1-002
lnc-PSORS1C2-1					lnc-PSORS1C2-1
lnc-RRM1-1					lnc-RRM1-1
lnc-SDF4-1					lnc-SDF4-1
lnc-TMEM163-3					lnc-TMEM163-3
lnc-TRIM38-4					lnc-TRIM38-4
lnc-TRIM38-6					lnc-TRIM38-6
lnc-TTC33-6					lnc-TTC33-6
lnc-YRDC-3					lnc-YRDC-3
lnc-ZNF697-2					lnc-ZNF697-2
piR-30396					piR-30396
piR-31199-104					piR-31199-104
piR-31937-161					piR-31937-161
piR-32287-126					piR-32287-126
piR-32325-169					piR-32325-169
piR-34822-154					piR-34822-154
piR-34822-289					piR-34822-289
piR-34839					piR-34839
piR-36260-066					piR-36260-066
piR-37026-096					piR-37026-096
piR-38352-036					piR-38352-036
piR-38512-003					piR-38512-003
piR-38579-013					piR-38579-013
piR-39693					piR-39693
piR-40610					piR-40610
piR-40881					piR-40881
piR-42701-009					piR-42701-009
piR-43099-059					piR-43099-059
piR-43106-021					piR-43106-021
piR-43107-126					piR-43107-126
piR-43107-298					piR-43107-298
piR-44329					piR-44329
piR-45471-522					piR-45471-522
piR-47162-097					piR-47162-097
piR-47234					piR-47234
piR-47885					piR-47885
piR-48325-124					piR-48325-124
piR-48852					piR-48852
piR-50308-102					piR-50308-102
piR-50437-557					piR-50437-557
piR-50437-582					piR-50437-582
piR-50443-155					piR-50443-155
piR-50444-505					piR-50444-505
piR-50615					piR-50615
piR-50766					piR-50766
piR-51518					piR-51518
piR-52079-091					piR-52079-091
piR-53177-049					piR-53177-049
piR-53823					piR-53823
piR-54282-003					piR-54282-003
piR-55655-100					piR-55655-100
piR-56580-021					piR-56580-021
piR-56759-484					piR-56759-484
piR-57133-560					piR-57133-560
piR-57135-050					piR-57135-050
piR-57394-217					piR-57394-217
piR-59409-072					piR-59409-072
piR-60690					piR-60690
piR-61028-493					piR-61028-493
piR-61101-577					piR-61101-577
HSALNG0000119					HSALNG0000119
HSALNG0000120					HSALNG0000120
HSALNG0009386					HSALNG0009386
HSALNG0030884-001					HSALNG0030884-001
HSALNG0030887					HSALNG0030887
HSALNG0032579					HSALNG0032579
HSALNG0036306					HSALNG0036306
HSALNG0037602-397					HSALNG0037602-397
HSALNG0049245-001					HSALNG0049245-001
HSALNG0049401					HSALNG0049401
HSALNG0049448					HSALNG0049448
HSALNG0058895					HSALNG0058895
HSALNG0076057					HSALNG0076057
HSALNG0083592					HSALNG0083592
HSALNG0084799					HSALNG0084799
HSALNG0085475					HSALNG0085475
HSALNG0111769					HSALNG0111769
HSALNG0124605					HSALNG0124605
HSALNG0128128					HSALNG0128128
HSALNG0133955					HSALNG0133955
HSALNG0140821					HSALNG0140821
HSALNG0146786					HSALNG0146786
KY994054-049					KY994054-049
LOC105371321					LOC105371321
LOC112268022					LOC112268022
LOC124902234					LOC124902234
LOC124903741					LOC124903741
MN309174-031					MN309174-031
NONHSAG045722.2					NONHSAG045722.2
RF00017-2383					RF00017-2383
RF00017-457					RF00017-457
RF00017-8930					RF00017-8930
RF00994-378					RF00994-378
lnc-FAM107A-4					lnc-FAM107A-4
lnc-HLA-C-3					lnc-HLA-C-3
lnc-SMNDC1-7					lnc-SMNDC1-7
lnc-ZNF689-1					lnc-ZNF689-1
lnc-ZNF689-2					lnc-ZNF689-2
piR-30961-006					piR-30961-006
piR-31534-505					piR-31534-505
piR-32130-006					piR-32130-006
piR-33437-007					piR-33437-007
piR-33735-082					piR-33735-082
piR-35002-052					piR-35002-052
piR-39098-083					piR-39098-083
piR-39098-183					piR-39098-183
piR-39858-768					piR-39858-768
piR-40163-032					piR-40163-032
piR-43104-054					piR-43104-054
piR-45035-192					piR-45035-192
piR-49204-005					piR-49204-005
piR-49900-006					piR-49900-006
piR-56480-067					piR-56480-067
piR-57133-050					piR-57133-050
piR-57135-094					piR-57135-094
piR-61101-240					piR-61101-240
piR-61101-572					piR-61101-572
piR-61580-505					piR-61580-505
CM034952-293					CM034952-293
CM034953-326					CM034953-326
HSALNG0008513					HSALNG0008513
HSALNG0044962					HSALNG0044962
HSALNG0053126					HSALNG0053126
HSALNG0081909					HSALNG0081909
RF00017-5470					RF00017-5470
piR-33103-025					piR-33103-025
piR-37451					piR-37451
piR-39858-769					piR-39858-769
piR-43107-300					piR-43107-300
piR-45419					piR-45419
piR-47211-234					piR-47211-234
piR-47915					piR-47915
piR-55673					piR-55673
piR-61101-241					piR-61101-241
piR-61556					piR-61556
MIR551B					MIR551B
SYT9					SYT9
KRT75					KRT75
MIR1299					MIR1299
TENT2					TENT2
FRY					FRY
RNASEH2B-AS1					RNASEH2B-AS1
ENSG00000276376					ENSG00000276376
IGLV2-5					IGLV2-5
TRK-TTT3-4					TRK-TTT3-4
PLD5					PLD5
SMYD1					SMYD1
TRK-TTT3-1					TRK-TTT3-1
TRK-TTT3-2					TRK-TTT3-2
TRK-TTT3-3					TRK-TTT3-3
ADAM33					ADAM33
KC6					KC6
SERPINB13					SERPINB13
OTUD1					OTUD1
MIR4485					MIR4485
CTIF					CTIF
RUNX1-IT1					RUNX1-IT1
UMODL1					UMODL1
PPP1R13B-DT					PPP1R13B-DT
MIR588					MIR588
BORCS8-MEF2B					BORCS8-MEF2B
RALGAPA2					RALGAPA2
MIR320D1					MIR320D1
MIR765					MIR765
NPSR1-AS1					NPSR1-AS1
MRPL17					MRPL17
MIR320E					MIR320E
MIR1260A					MIR1260A
CMPK2					CMPK2
SNORA70					SNORA70
CPEB4					CPEB4
PDP2					PDP2
MIR320D2					MIR320D2
MIR320B1					MIR320B1
RELL1					RELL1
MIR2052					MIR2052
MIR653					MIR653
MIR320B2					MIR320B2
RNA45SN1					RNA45SN1
RNA45SN2					RNA45SN2
RNA45SN3					RNA45SN3
MIR5683					MIR5683
ENSG00000132832					ENSG00000132832
MIR4476					MIR4476
SLC38A10					SLC38A10
REC114					REC114
MIR320C1					MIR320C1
HCG21					HCG21
FAM24B-CUZD1					FAM24B-CUZD1
USP17L9P					USP17L9P
DERL3					DERL3
MIR320C2					MIR320C2
MIR378D2					MIR378D2
ITGA11					ITGA11
NUDT15					NUDT15
MIR620					MIR620
MIR378D1					MIR378D1
MIR5703					MIR5703
SOCAR					SOCAR
KLHL12					KLHL12
CST2					CST2
COL19A1					COL19A1
DDR1-DT					DDR1-DT
LSM5					LSM5
KCNIP4					KCNIP4
MIR6125					MIR6125
					MS4A3
					CACNA1S
					RET
					ALK
					LSAMP
					GCSH
					NKX3-2
					CHRNA7
					EMC10
					SAMSN1
					GUSBP1
					GFRA3
					PSPN
					GDNF
					NEUROG3
					CHCHD3
					ADRA1D
					DCX
					UGT8
					SHOX2
					HOXD10
					GDPD5
					CHRNA4
					MICOS10
					PHOX2A
					SERPINI1
					VSX2
					ZNF521
					DLX6
					NTRK3
					DCLK1
					ASIC2
					NATD1
					CDCA4
					NOG
					JPT2
					IMMT
					CNMD
					JPT1
					NTF3
					HCST
					IFNA10
					IFNE
					PLGRKT
					IFNA21
					IFNA8
					IFNA6
					LYL1
					NEUROG2
					GRIK1
					IFNW1
					DSCAML1
					GBX2
					CORIN
					RPS6KA3
					HPGDS
					PCP4
					SLC7A9
					TCF15
					ZFAND5
					SP110
					DLL3
					ALDH3A2
					HOXD9
					GPNMB
					MICOS13
					TPP1
					LAPTM4B
					SCRG1
					MAP4K1
					AVPR1A
					DRD5
					DPYSL4
					CHCHD6
					WNK1
					ASCL2
					GDF11
					CHRD
					ECE1
					CHRNB1
					SNAP47
					RCAN2
					ORM2
					DEAF1
					ADGRV1
					EPHB1
					ALX4
					LAPTM4A
					TNNI3
					NRGN
					AVPR1B
					CLEC3A
					FAAH
					FGFR3
					DOK5
					DLX5
					SERF1B
					BEX1
					TAGLN3
					CNTN3
					JRKL
					GLDN
					HOXA1
					ZEB2
					APOOL
					FGF11
					MOBP
					NINJ1
					MPPED2
					MATN3
					NINJ2
					SOX8
					NBEA
					SLIT3
					DOK4
					ACD
					EVC
					VCX3A
					CHST3
					PNMA1
					METRN
					CLEC3B
					FEZ2
					HOXD1
					CYB5D2
					BRINP2
					TBCB
					BRINP3
					HPCAL4
					SCN8A
					EDNRB
					EDN2
					MAB21L2
					ANKRD11
					LECT2
					CBLN1
					SPP2
					NGRN
					NRBP2
					FABP7
					COL10A1
					LHX1
					COL9A2
					NRSN1
					PCDHB12
					PCDHB15
					RBM45
					HOXA5
					BZW2
					CHMP6
					AVEN
					EDN3
					JAG2
					NEUROD6
					SEMA3D
					LY6H
					SEMA5B
					SNTG2
					LGI4
					MAL2
					HOXA6
					HOXD4
					SNX18
					FTO
					LRCH4
					ATOH8
					ADORA2A
					SEMA4G
					TAPT1
					INSC
					AVP
					NOX1
					ARSE
					CDC42EP3
					ESS2
					ZIC5
					PARD3B
					PCDHA8
					PCDHA2
					ATXN10
					NCKAP1
					ASPSCR1
					CPNE6
					PCDHA3
					PCDHAC1
					SEMA4B
					HOXB7
					AVIL
					PCDHAC2
					OLFM1
					NEUROD2
					HOXA4
					HOXC5
					RILP
					HES4
					PHF10
					PAPSS1
					ATOH7
					HOXC9
					HOXB5
					HOXB6
					MDGA1
					NDEL1
					PPP2R5D
					NPAS1
					PGP
					BMP5
					PCDHA11
					PCDHA4
					PCDHA5
					PCDHA7
					FRMD7
					RAPGEF5
					CDH11
					HMX2
					NEFH
					PCDH1
					MSI1
					RUFY3
					DPYSL3
					ENC1
					IGSF9
					IGSF8
					BPNT1
					SPOCK1
					ADAM23
					SLC7A11
					RAB26
					BMP8B
					BTD
					ALX3
					NRTN
					BICDL1
					MAP1LC3C
					FAIM2
					CABLES1
					ROBO3
					UNCX
					ARL6IP1
					HHEX
					CHRNB2
					MAFK
					UFD1
					VAMP5
					RAPGEFL1
					GNG8
					MYT1L
					SLC1A1
					SYTL3
					JAG1
					GFRA2
					MYT1
					TLL1
					SEMA6C
					NEUROG1
					NHLH2
					CHRDL1
					TBX3
					NODAL
					PITPNM2
					KCNJ11
					PCDHB4
					PCDHB6
					NAB2
					TMOD2
					HOXD12
					SEMA3E
					PCDHA1
					PCDHB2
					PCDHB3
					BIK
					DRP2
					CRIM1
					HOXB8
					HOXC6
					NKX1-1
					ACTL6B
					SLC43A2
					RNF167
					APOO
					CHL1
					FGF17
					FIBP
					GDF10
					ADSS
					PRELP
					SLC2A12
					NES
					OTP
					CRMP1
					HOXC8
					MAP1B
					ZBTB16
					SPG7
					PIP5K1B
					TRIM3
					LHX2
					PCDHA10
					PCDHA6
					PCDHB11
					PMS1
					CDC42EP1
					SH3GL3
					SOX14
					ZIC2
					RNF34
					TBX4
					NEURL1
					EXTL1
					BARHL2
					ITM2B
					DOCK9
					FKTN
					HEYL
					HES6
					NELL1
					DOCK4
					POU3F1
					MEPE
					HOXB3
					VSX1
					CDC42EP4
					GMFB
					GPM6B
					FUT9
					HOXB9
					TTLL7
					POSTN
					IDUA
					FGF14
					DSPP
					SDCBP2
					MYRF
					EFNB3
					APBA2
					PAPSS2
					KIF26A
					ADSSL1
					PLXNA4
					SLC2A10
					SHC3
					WNT1
					ADORA1
					ELAVL3
					NRBP1
					NEUROD4
					PTS
					RFNG
					NR2E1
					ADAMTS4
					DPF1
					CDC42EP5
					SEMA6A
					FGF5
					TENM1
					HOXC11
					HOXD8
					GDA
					BARX1
					SLC9A3R2
					SH3GL2
					HMX3
					CTF1
					HIP1R
					NAV2
					FGF19
					BMP3
					ISLR2
					FBXO45
					PPP1R17
					TLX3
					DSCAM
					SLC7A2
					TLX2
					ST8SIA2
					GLIS2
					PHEX
					KCNH3
					SLC7A1
					PAFAH1B3
					FRZB
					ATN1
					DBN1
					SLC7A6
					ACP2
					HOXB2
					COL12A1
					AMIGO1
					PITPNM3
					CHD6
					FEV
					ACVR1
					ANKH
					NPAS2
					NAV1
					PMP22
					PAX1
					SLC7A10
					FEZF1
					TFAP2B
					CAMK1
					CHST8
					HES7
					SIM1
					KCNH4
					FEZF2
					MDFI
					ANO1
					ADGRB1
					TRPC5
					B3GNT5
					SH3GL1
					NR2C2
					HEY1
					FUT10
					FEZ1
					GJB1
					PHOX2B
					SLC43A1
					MAP1LC3A
					TRAPPC2
					TBX1
					EFNB1
					ACACB
					HOXA10
					HOXB4
					HOXC10
					NFASC
					HLX
					NLGN1
					FGF13
					AEBP1
					CDC42EP2
					ADAM22
					SEMA4C
					TRPS1
					SMARCD1
					SIX4
					WNT8B
					PLXNA2
					PDE8A
					FGFRL1
					CYP46A1
					KCNH8
					NKX3-1
					EPHB3
					DOCK7
					OSR2
					SEMA6D
					HELT
					DRGX
					NDP
					NUMBL
